customer_id,age,income,loan_amount,credit_score,employment_type,risk_rating
1049,39,20809715.0,47155894,745.0,Self-Employed,0
1050,47,6820888.0,43298785,412.0,Part-Time,1
1051,26,,29037435,788.0,Self-Employed,1
1052,63,10534504.0,7956156,706.0,Part-Time,0
1053,27,14364638.0,24058912,666.0,Unemployed,0
1054,54,22108564.0,20030066,359.0,Self-Employed,1
1055,33,15865918.0,39687675,628.0,Unemployed,0
1056,36,26342485.0,38559109,768.0,Full-Time,1
1057,55,,13593188,362.0,Self-Employed,1
1058,59,5806284.0,21907550,483.0,Self-Employed,0
1059,23,17953086.0,21202721,,Unemployed,1
1060,21,18171185.0,32217933,837.0,Unemployed,0
1061,25,13002707.0,24286179,476.0,Unemployed,0
1062,61,9572531.0,10827316,728.0,Full-Time,1
1063,23,4141452.0,32047758,372.0,Full-Time,1
1064,48,26593296.0,5558745,466.0,Unemployed,0
1065,37,18509429.0,30732643,524.0,Self-Employed,0
1066,45,25327776.0,19884399,308.0,Self-Employed,0
1067,63,21008012.0,47137283,,Unemployed,0
1068,53,3113936.0,17840143,327.0,Part-Time,0
1069,29,23987799.0,41425173,326.0,Full-Time,0
1070,55,10539769.0,46464523,849.0,Full-Time,0
1071,33,14638087.0,39171855,495.0,Part-Time,1
1072,50,16702874.0,47533682,502.0,Unemployed,0
1073,34,7280428.0,30802855,384.0,Self-Employed,0
1074,27,13301101.0,7865893,329.0,Self-Employed,1
1075,33,5433351.0,15391977,765.0,Full-Time,1
1076,42,21966279.0,6250844,398.0,Part-Time,1
1077,59,14370810.0,5916094,489.0,Self-Employed,0
1078,40,19199129.0,26066577,311.0,Full-Time,0
1079,35,22596398.0,48030025,329.0,Self-Employed,0
1080,64,12382586.0,38801321,337.0,Self-Employed,0
1081,37,20224460.0,23242304,593.0,Self-Employed,0
1082,43,26029232.0,28392532,659.0,Full-Time,0
1083,45,14867608.0,18458496,479.0,Part-Time,0
1084,44,29004751.0,27046478,411.0,Unemployed,0
1085,64,28248630.0,19756739,743.0,Part-Time,0
1086,60,15413953.0,42738683,320.0,Self-Employed,0
1087,48,14217653.0,45392595,444.0,Part-Time,0
1088,34,,10236840,798.0,Self-Employed,0
1089,64,24945854.0,20954465,445.0,Full-Time,0
1090,20,16575056.0,40297659,740.0,Full-Time,0
1091,44,7115741.0,15760301,720.0,Full-Time,0
1092,26,26556108.0,34335471,615.0,Self-Employed,0
1093,28,19423519.0,12660064,465.0,Part-Time,0
1094,43,6457521.0,20763809,502.0,Unemployed,1
1095,20,24461229.0,22363686,795.0,Unemployed,0
1096,63,13843306.0,25751625,767.0,Full-Time,0
1097,27,24822045.0,33470965,684.0,Unemployed,1
1098,43,8683860.0,38731648,613.0,Self-Employed,0
1099,30,22215926.0,23953728,554.0,Part-Time,0
1100,36,28664336.0,8683460,322.0,Unemployed,0
1101,27,14889575.0,47066702,638.0,Unemployed,1
1102,54,3767442.0,23595568,792.0,Part-Time,0
1103,54,27713843.0,25021787,810.0,Unemployed,0
1104,52,,41448990,665.0,Part-Time,0
1105,24,21707656.0,6480175,671.0,Self-Employed,0
1106,61,11768201.0,6829484,518.0,Self-Employed,0
1107,58,3494955.0,23444906,774.0,Self-Employed,1
1108,60,8478878.0,36932048,722.0,Full-Time,0
1109,47,,26196641,655.0,Self-Employed,0
1110,26,,48912076,759.0,Unemployed,0
1111,28,8679487.0,12217037,802.0,Full-Time,0
1112,27,18726259.0,10017226,326.0,Full-Time,1
1113,31,24617565.0,17300059,522.0,Full-Time,0
1114,53,21403744.0,7746153,,Self-Employed,0
1115,52,9096696.0,30138143,723.0,Full-Time,0
1116,42,5914611.0,22881404,650.0,Self-Employed,0
1117,43,16928117.0,35707007,485.0,Self-Employed,0
1118,56,21085230.0,17098334,714.0,Full-Time,1
1119,54,22024896.0,29069712,728.0,Full-Time,0
1120,63,9589154.0,26902830,,Unemployed,1
1121,59,19037706.0,25560328,692.0,Full-Time,1
1122,41,19004193.0,24083785,378.0,Self-Employed,1
1123,46,22599055.0,28962516,843.0,Unemployed,0
1124,54,16329672.0,15056396,749.0,Unemployed,0
1125,20,3298783.0,22045818,773.0,Self-Employed,1
1126,54,14765518.0,38423281,441.0,Full-Time,1
1127,56,23379787.0,40949252,550.0,Full-Time,1
1128,33,28118176.0,30828037,593.0,Part-Time,0
1129,22,12526221.0,27322717,435.0,Full-Time,0
1130,20,6879928.0,37800222,783.0,Part-Time,1
1131,24,10039879.0,49134346,611.0,Unemployed,0
1132,45,5115226.0,41062152,345.0,Unemployed,0
1133,33,9962365.0,42297281,535.0,Unemployed,0
1134,58,4340683.0,30259300,347.0,Part-Time,0
1135,46,23407616.0,38668992,497.0,Self-Employed,0
1136,28,8994602.0,10115011,383.0,Self-Employed,0
1137,34,22631335.0,23127203,842.0,Unemployed,0
1138,34,22450921.0,5549656,460.0,Part-Time,0
1139,45,9307517.0,21592258,727.0,Part-Time,0
1140,61,6597170.0,33604680,370.0,Unemployed,0
1141,32,6305610.0,19077387,,Full-Time,1
1142,51,28619046.0,25180425,351.0,Unemployed,0
1143,58,5088618.0,49040993,344.0,Part-Time,0
1144,51,16220702.0,32893802,592.0,Full-Time,1
1145,23,13987935.0,24773001,,Self-Employed,1
1146,49,10596537.0,46844417,849.0,Full-Time,0
1147,56,26700188.0,13480287,679.0,Self-Employed,0
1148,42,24178068.0,49721257,777.0,Part-Time,0
1149,58,17094164.0,23116299,561.0,Unemployed,0
1150,64,,43959104,478.0,Unemployed,1
1151,34,22370373.0,42257799,,Unemployed,1
1152,62,18741873.0,46529775,718.0,Unemployed,1
1153,48,26835237.0,44488817,500.0,Unemployed,0
1154,55,18163300.0,21954692,312.0,Part-Time,0
1155,32,9119922.0,6199217,742.0,Part-Time,1
1156,51,8575477.0,36193070,585.0,Unemployed,0
1157,26,9919879.0,46860474,557.0,Full-Time,0
1158,41,10759080.0,18507188,847.0,Unemployed,1
1159,47,9662064.0,37596266,789.0,Self-Employed,0
1160,21,3217314.0,37122771,797.0,Self-Employed,0
1161,61,22412338.0,41504340,632.0,Self-Employed,1
1162,64,,6931441,331.0,Self-Employed,0
1163,25,17834519.0,36282329,342.0,Unemployed,0
1164,47,20525908.0,18716680,650.0,Self-Employed,0
1165,47,5382962.0,17313453,633.0,Full-Time,0
1166,63,23243905.0,31301554,569.0,Unemployed,0
1167,63,19344126.0,45054430,712.0,Self-Employed,0
1168,39,13465383.0,48099689,318.0,Unemployed,0
1169,49,18107922.0,37251324,646.0,Unemployed,1
1170,30,21391910.0,27596028,,Unemployed,0
1171,47,,44665485,391.0,Part-Time,1
1172,44,11970512.0,39396761,484.0,Self-Employed,0
1173,58,24242885.0,48136622,327.0,Part-Time,0
1174,52,23658359.0,46297775,847.0,Full-Time,0
1175,20,24688293.0,14277584,671.0,Full-Time,0
1176,46,21722753.0,14980178,829.0,Part-Time,1
1177,32,13429989.0,5174588,644.0,Self-Employed,0
1178,60,10941238.0,42328050,718.0,Unemployed,0
1179,22,28243940.0,21218864,495.0,Full-Time,0
1180,58,11772978.0,40084764,377.0,Full-Time,0
1181,25,23151875.0,17707658,466.0,Full-Time,0
1182,27,20296601.0,9739023,389.0,Self-Employed,0
1183,46,4572138.0,46082269,563.0,Part-Time,0
1184,28,19461475.0,38070232,771.0,Part-Time,0
1185,56,13405945.0,19330983,507.0,Self-Employed,0
1186,52,13712332.0,22810506,570.0,Full-Time,0
1187,61,13617139.0,43179967,562.0,Self-Employed,0
1188,63,29795577.0,45401561,805.0,Self-Employed,0
1189,43,24957919.0,36789623,811.0,Part-Time,1
1190,34,20003472.0,16835157,823.0,Self-Employed,1
1191,51,16405288.0,24935762,611.0,Self-Employed,1
1192,51,16468899.0,13870046,473.0,Full-Time,0
1193,43,26631094.0,9768424,730.0,Unemployed,1
1194,60,28586363.0,32871254,762.0,Full-Time,0
1195,31,27626669.0,14509388,,Part-Time,1
1196,58,26271506.0,15531544,315.0,Unemployed,0
1197,21,23150523.0,38398593,557.0,Full-Time,0
1198,22,20327458.0,45904385,543.0,Self-Employed,0
1199,56,10001837.0,25849307,647.0,Self-Employed,0
1200,36,6497831.0,18196706,548.0,Unemployed,1
1201,21,5848439.0,29191656,404.0,Unemployed,1
1202,21,25755322.0,25571084,,Self-Employed,1
1203,47,27843035.0,40146143,468.0,Part-Time,0
1204,42,16898624.0,7058721,719.0,Full-Time,0
1205,56,16109161.0,20733562,346.0,Self-Employed,0
1206,51,11333920.0,45946799,342.0,Full-Time,1
1207,52,27897982.0,27933441,620.0,Full-Time,0
1208,20,5021835.0,42631205,520.0,Full-Time,1
1209,38,28965511.0,20486047,812.0,Full-Time,0
1210,21,9427095.0,10393333,740.0,Part-Time,0
1211,63,25855375.0,18482663,443.0,Part-Time,1
1212,45,16651877.0,9512121,327.0,Part-Time,0
1213,51,6531674.0,11908008,466.0,Self-Employed,0
1214,25,27113518.0,47002112,548.0,Self-Employed,0
1215,51,9282827.0,16864040,656.0,Self-Employed,1
1216,23,11739287.0,44455158,410.0,Part-Time,0
1217,30,26569782.0,23941059,,Full-Time,0
1218,36,17887660.0,29463497,323.0,Part-Time,0
1219,57,9021656.0,25978606,325.0,Self-Employed,0
1220,43,9519585.0,47333002,680.0,Unemployed,0
1221,24,11132162.0,21092709,645.0,Self-Employed,0
1222,53,22203321.0,42685711,677.0,Full-Time,1
1223,25,24588887.0,47885569,821.0,Part-Time,1
1224,41,12492989.0,18346122,316.0,Unemployed,0
1225,30,26231093.0,37029948,544.0,Unemployed,1
1226,35,27325097.0,48530178,838.0,Full-Time,0
1227,52,8055769.0,40640604,501.0,Part-Time,0
1228,28,19613311.0,39919697,547.0,Unemployed,0
1229,25,25838482.0,34095955,417.0,Self-Employed,0
1230,35,28435970.0,41796654,308.0,Full-Time,0
1231,48,25352023.0,30281805,322.0,Unemployed,0
1232,22,24079044.0,36623585,539.0,Full-Time,1
1233,39,26286978.0,29100149,326.0,Part-Time,0
1234,55,20321242.0,14710622,380.0,Part-Time,0
1235,38,6942863.0,47231609,498.0,Part-Time,0
1236,45,15696688.0,30889895,391.0,Self-Employed,0
1237,22,9243490.0,20703721,383.0,Unemployed,0
1238,38,9484427.0,25033721,599.0,Part-Time,0
1239,39,26998568.0,37468095,595.0,Self-Employed,1
1240,51,24249305.0,42331196,753.0,Part-Time,1
1241,26,,33065499,580.0,Part-Time,0
1242,60,20045665.0,21635015,358.0,Unemployed,0
1243,52,22627990.0,16788510,641.0,Self-Employed,1
1244,59,10620958.0,28502846,764.0,Part-Time,0
1245,58,25360497.0,41327651,641.0,Self-Employed,0
1246,37,24207891.0,26642128,361.0,Self-Employed,0
1247,59,15563926.0,23421389,728.0,Part-Time,0
1248,20,28812099.0,38239538,555.0,Part-Time,1
1249,30,8918806.0,14357832,646.0,Full-Time,0
1250,47,11513199.0,47179476,825.0,Unemployed,0
1251,44,18272118.0,35883787,603.0,Part-Time,0
1252,42,26599471.0,44100068,544.0,Full-Time,0
1253,50,28804928.0,27029587,711.0,Unemployed,1
1254,49,13986741.0,38629236,516.0,Part-Time,0
1255,61,16356632.0,24754093,815.0,Self-Employed,0
1256,54,16526593.0,8789514,773.0,Unemployed,1
1257,26,24238429.0,26734323,335.0,Self-Employed,0
1258,35,14685762.0,23750087,477.0,Full-Time,0
1259,45,29500473.0,6940483,686.0,Part-Time,0
1260,21,12597076.0,24689114,316.0,Full-Time,0
1261,20,4160152.0,30653159,347.0,Part-Time,0
1262,31,19151379.0,27004581,361.0,Part-Time,0
1263,24,15129712.0,29466478,368.0,Self-Employed,0
1264,56,12372275.0,33553775,665.0,Full-Time,1
1265,51,14611861.0,11825711,461.0,Self-Employed,0
1266,28,9305236.0,6261402,787.0,Self-Employed,0
1267,60,5365885.0,35714068,730.0,Self-Employed,0
1268,54,9195196.0,34041075,788.0,Full-Time,1
1269,38,3880096.0,19553939,529.0,Part-Time,0
1270,35,,17229115,669.0,Part-Time,1
1271,22,5714766.0,31532675,477.0,Full-Time,0
1272,39,22701753.0,15967690,709.0,Part-Time,1
1273,43,16172985.0,40680460,569.0,Full-Time,0
1274,52,,36084035,505.0,Full-Time,0
1275,43,13015667.0,41631627,381.0,Part-Time,0
1276,30,20851693.0,7326344,492.0,Unemployed,1
1277,27,4473300.0,18886255,488.0,Self-Employed,0
1278,55,26536599.0,15738073,575.0,Full-Time,0
1279,57,,39631269,373.0,Full-Time,0
1280,59,20074800.0,27494683,309.0,Unemployed,1
1281,39,29571626.0,16488057,515.0,Full-Time,1
1282,54,3892015.0,21125202,,Full-Time,0
1283,44,13356675.0,33276823,744.0,Part-Time,0
1284,54,17139482.0,48480786,492.0,Part-Time,0
1285,44,11020497.0,40183472,588.0,Unemployed,1
1286,48,21428564.0,32577420,443.0,Full-Time,1
1287,37,5871259.0,15628172,,Self-Employed,0
1288,37,28047778.0,25440505,,Part-Time,0
1289,21,20631957.0,34354523,669.0,Self-Employed,1
1290,54,,7916596,740.0,Self-Employed,1
1291,35,21800831.0,38196609,828.0,Unemployed,0
1292,60,22787303.0,35877053,312.0,Unemployed,0
1293,55,7644081.0,42681868,639.0,Full-Time,0
1294,52,28307273.0,38402592,611.0,Unemployed,0
1295,23,25158515.0,32631757,403.0,Part-Time,0
1296,52,15878832.0,9866940,638.0,Full-Time,0
1297,33,22795655.0,25239727,497.0,Full-Time,0
1298,40,29794486.0,5384083,599.0,Self-Employed,0
1299,39,19912586.0,47474638,743.0,Self-Employed,0
1300,27,20633852.0,21419167,658.0,Self-Employed,0
1301,26,15421124.0,44162400,667.0,Full-Time,1
1302,22,24419897.0,36074455,468.0,Unemployed,0
1303,36,25972084.0,32444669,448.0,Unemployed,0
1304,52,16074742.0,47609292,341.0,Unemployed,0
1305,31,12304612.0,38369021,501.0,Full-Time,1
1306,41,9535223.0,37191226,543.0,Full-Time,1
1307,41,29759610.0,24828014,763.0,Full-Time,0
1308,49,20204460.0,24313263,748.0,Full-Time,1
1309,57,19142172.0,45018575,736.0,Full-Time,0
1310,57,23333128.0,16712961,830.0,Unemployed,1
1311,64,24788218.0,41809424,572.0,Full-Time,0
1312,27,7713199.0,26574879,729.0,Unemployed,0
1313,46,12664001.0,14084970,512.0,Full-Time,0
1314,46,22291584.0,44823623,403.0,Unemployed,0
1315,53,21866535.0,35479362,491.0,Part-Time,0
1316,40,8125819.0,34627659,679.0,Part-Time,1
1317,49,13598429.0,6932303,380.0,Unemployed,1
1318,52,20569546.0,7751821,848.0,Part-Time,0
1319,47,7474843.0,45869327,676.0,Part-Time,0
1320,52,21520171.0,36759418,453.0,Unemployed,0
1321,24,10312203.0,28303156,539.0,Full-Time,0
1322,38,28431974.0,5426941,673.0,Full-Time,0
1323,23,5786905.0,17262378,503.0,Unemployed,0
1324,54,4845964.0,43404656,649.0,Self-Employed,1
1325,36,26511930.0,5386354,442.0,Self-Employed,0
1326,63,28655239.0,33105973,488.0,Part-Time,0
1327,47,6503548.0,44060768,571.0,Self-Employed,0
1328,49,20423228.0,5935709,831.0,Part-Time,0
1329,48,29801589.0,7485178,599.0,Full-Time,0
1330,25,10185115.0,11379022,725.0,Unemployed,1
1331,54,22362397.0,10477630,345.0,Full-Time,0
1332,60,10981512.0,11288893,394.0,Unemployed,0
1333,56,5269798.0,21328470,363.0,Self-Employed,1
1334,43,,17054240,,Full-Time,0
1335,48,6439289.0,33688172,308.0,Full-Time,1
1336,50,9641620.0,23123581,758.0,Part-Time,0
1337,54,27463031.0,39690510,708.0,Unemployed,0
1338,52,19186862.0,13875206,769.0,Self-Employed,1
1339,40,18823521.0,17932366,805.0,Full-Time,1
1340,51,,39087469,372.0,Unemployed,0
1341,42,28298483.0,13602541,383.0,Self-Employed,0
1342,52,19374616.0,35461879,358.0,Full-Time,1
1343,22,22375691.0,31167544,320.0,Unemployed,0
1344,37,3639872.0,22204925,757.0,Part-Time,0
1345,44,23633014.0,47198579,456.0,Full-Time,1
1346,61,24718628.0,29129461,628.0,Unemployed,0
1347,50,22736686.0,37078935,502.0,Self-Employed,1
1348,22,20713536.0,37482616,405.0,Self-Employed,1
1349,59,15275520.0,6750866,421.0,Part-Time,0
1350,43,24787384.0,33470337,617.0,Full-Time,1
1351,51,8422569.0,42331605,481.0,Part-Time,0
1352,41,16914516.0,28010323,,Unemployed,0
1353,42,15850510.0,15190880,705.0,Self-Employed,0
1354,21,4647824.0,43401816,369.0,Part-Time,1
1355,46,29316821.0,34342253,459.0,Full-Time,1
1356,61,6383973.0,21431928,539.0,Unemployed,0
1357,21,25588002.0,32200854,822.0,Full-Time,0
1358,45,23903119.0,15339460,437.0,Part-Time,1
1359,36,16678599.0,37525366,794.0,Self-Employed,0
1360,59,,43789180,546.0,Self-Employed,0
1361,52,7411054.0,13400728,,Part-Time,0
1362,28,24092112.0,39178567,823.0,Full-Time,1
1363,62,3234000.0,9817167,542.0,Full-Time,1
1364,58,14266037.0,46285877,635.0,Full-Time,1
1365,48,28487961.0,45385139,721.0,Full-Time,0
1366,61,27720208.0,27883644,493.0,Self-Employed,1
1367,45,26921229.0,32219726,607.0,Full-Time,0
1368,54,24351173.0,26523136,805.0,Part-Time,1
1369,44,16693090.0,28939733,580.0,Part-Time,0
1370,43,13688877.0,32387010,738.0,Part-Time,0
1371,32,15819981.0,27565989,782.0,Part-Time,0
1372,26,28732334.0,19528821,522.0,Full-Time,0
1373,55,18969724.0,33487437,416.0,Self-Employed,1
1374,64,29456718.0,29294691,491.0,Unemployed,1
1375,39,17221109.0,11923985,815.0,Full-Time,0
1376,20,20485308.0,15740049,829.0,Unemployed,1
1377,27,10724826.0,27878786,606.0,Self-Employed,0
1378,35,4097996.0,16313161,831.0,Full-Time,1
1379,33,28765616.0,13032304,421.0,Unemployed,1
1380,31,12963934.0,40821030,453.0,Self-Employed,1
1381,42,7817911.0,13451392,836.0,Unemployed,0
1382,34,15315298.0,37424666,751.0,Part-Time,0
1383,47,7858939.0,26904952,468.0,Part-Time,1
1384,53,9254597.0,10897162,358.0,Self-Employed,0
1385,21,20445845.0,18403760,600.0,Self-Employed,1
1386,51,29868281.0,45063108,849.0,Unemployed,1
1387,42,20948464.0,9910662,416.0,Self-Employed,0
1388,41,4383640.0,15848338,426.0,Part-Time,1
1389,44,3513953.0,34603896,704.0,Part-Time,1
1390,41,9051865.0,12776604,698.0,Full-Time,0
1391,41,,15129678,,Unemployed,0
1392,61,24340869.0,14897442,797.0,Self-Employed,1
1393,25,,38343598,827.0,Self-Employed,0
1394,34,3685503.0,6035108,697.0,Self-Employed,0
1395,62,11811249.0,37324470,564.0,Unemployed,1
1396,56,13311825.0,34503563,,Part-Time,0
1397,52,20114499.0,22255581,697.0,Self-Employed,1
1398,27,29744056.0,26933587,826.0,Self-Employed,0
1399,63,19388621.0,7074242,735.0,Part-Time,0
1400,63,7777421.0,43787193,659.0,Self-Employed,1
1401,24,28557004.0,22271425,428.0,Full-Time,0
1402,58,25473606.0,30779222,540.0,Part-Time,1
1403,23,18481215.0,23311446,521.0,Part-Time,1
1404,25,23476459.0,28333626,513.0,Part-Time,1
1405,64,22275150.0,31929620,434.0,Full-Time,0
1406,51,17692370.0,27228367,685.0,Part-Time,0
1407,49,3578110.0,34956104,602.0,Unemployed,1
1408,54,7218346.0,6766299,586.0,Unemployed,0
1409,59,24379822.0,20277887,488.0,Unemployed,0
1410,35,26741419.0,45441040,596.0,Part-Time,0
1411,32,28061794.0,21387621,825.0,Part-Time,0
1412,61,16330322.0,29235619,688.0,Part-Time,1
1413,49,24120915.0,23439872,758.0,Full-Time,1
1414,38,19270947.0,32776190,560.0,Unemployed,1
1415,36,10153314.0,48177639,412.0,Self-Employed,0
1416,38,23488095.0,43511212,335.0,Self-Employed,1
1417,47,14524217.0,42877674,378.0,Part-Time,0
1418,45,26703983.0,37254147,574.0,Full-Time,0
1419,56,12324391.0,41426144,577.0,Part-Time,0
1420,45,13548540.0,17505751,611.0,Self-Employed,1
1421,42,5906492.0,45457970,828.0,Unemployed,1
1422,28,29931344.0,49920447,503.0,Self-Employed,1
1423,31,6534150.0,18049353,316.0,Unemployed,1
1424,20,,45371555,775.0,Unemployed,1
1425,20,8686321.0,37870547,810.0,Full-Time,0
1426,53,21519104.0,42121000,509.0,Self-Employed,1
1427,51,17324511.0,9679020,798.0,Part-Time,0
1428,44,3122019.0,40346795,701.0,Full-Time,0
1429,59,4765317.0,22416138,728.0,Unemployed,0
1430,64,19956217.0,39332299,377.0,Self-Employed,0
1431,20,11202637.0,32668708,379.0,Part-Time,0
1432,35,23023204.0,20414846,605.0,Full-Time,0
1433,58,28850318.0,36674195,357.0,Part-Time,0
1434,24,22904238.0,6702424,829.0,Self-Employed,1
1435,41,11982339.0,16690251,507.0,Part-Time,1
1436,48,10045927.0,22962776,810.0,Full-Time,0
1437,22,5416826.0,29794122,434.0,Part-Time,0
1438,31,27557263.0,28287103,821.0,Self-Employed,0
1439,45,7290447.0,15149576,382.0,Full-Time,0
1440,35,15252349.0,47889341,343.0,Unemployed,0
1441,56,3144771.0,5867838,782.0,Full-Time,1
1442,41,24991852.0,39612312,792.0,Self-Employed,0
1443,48,8749593.0,8087714,798.0,Part-Time,0
1444,33,20786139.0,21135519,317.0,Unemployed,0
1445,47,14386719.0,25255408,593.0,Unemployed,0
1446,24,21598124.0,13856832,447.0,Part-Time,0
1447,49,13106142.0,16628824,771.0,Self-Employed,0
1448,24,11499970.0,48250106,471.0,Full-Time,1
1449,31,23693749.0,18969223,,Self-Employed,0
1450,35,25311047.0,10600068,419.0,Unemployed,0
1451,45,13425111.0,29928872,365.0,Full-Time,0
1452,45,24147818.0,39340322,440.0,Full-Time,0
1453,40,22458206.0,35790152,745.0,Part-Time,0
1454,58,24444808.0,31088053,805.0,Self-Employed,0
1455,55,5362854.0,49781149,488.0,Full-Time,0
1456,52,10284268.0,49546481,457.0,Part-Time,0
1457,49,5409409.0,29830240,545.0,Self-Employed,0
1458,56,17470919.0,13586625,332.0,Unemployed,0
1459,42,17342726.0,43813677,660.0,Unemployed,0
1460,29,22828215.0,43600960,,Self-Employed,0
1461,24,18786859.0,24646137,811.0,Full-Time,0
1462,55,13127730.0,35031192,370.0,Full-Time,0
1463,53,22828838.0,29954255,612.0,Unemployed,0
1464,50,14174889.0,24780441,378.0,Unemployed,0
1465,29,20552508.0,15718126,468.0,Full-Time,0
1466,38,23704568.0,27414507,479.0,Self-Employed,0
1467,51,22110863.0,42782748,559.0,Unemployed,0
1468,20,23500450.0,30832599,785.0,Full-Time,1
1469,24,26350045.0,35954678,304.0,Self-Employed,1
1470,64,13298825.0,46627022,596.0,Part-Time,1
1471,23,12989349.0,18090642,659.0,Self-Employed,1
1472,35,3189073.0,39008961,416.0,Full-Time,1
1473,43,20136497.0,16249737,656.0,Self-Employed,1
1474,35,26893188.0,31277590,738.0,Full-Time,0
1475,21,24191227.0,29363504,630.0,Unemployed,0
1476,47,20862826.0,21412182,824.0,Part-Time,0
1477,51,15754301.0,23088845,487.0,Unemployed,0
1478,46,27959148.0,16600244,580.0,Unemployed,1
1479,39,10752342.0,20855977,810.0,Full-Time,0
1480,43,23636100.0,42509212,765.0,Full-Time,1
1481,31,4059165.0,47237808,414.0,Full-Time,0
1482,54,8300101.0,41907353,,Full-Time,0
1483,52,27373175.0,21838480,637.0,Unemployed,0
1484,52,6933817.0,43648934,,Full-Time,0
1485,62,14894780.0,37144598,498.0,Full-Time,0
1486,56,9932973.0,38547455,349.0,Unemployed,1
1487,31,28991787.0,7459507,441.0,Part-Time,1
1488,22,20353731.0,34803276,827.0,Part-Time,1
1489,20,13751068.0,8452097,813.0,Self-Employed,0
1490,52,7287382.0,37114043,329.0,Unemployed,1
1491,59,5050053.0,12292306,381.0,Full-Time,0
1492,29,8021983.0,16739799,330.0,Self-Employed,0
1493,62,20536617.0,41634634,632.0,Part-Time,1
1494,63,4985681.0,44557306,476.0,Part-Time,0
1495,48,5561913.0,12518933,669.0,Unemployed,0
1496,32,29985055.0,33887817,846.0,Full-Time,0
1497,31,7067784.0,37939304,834.0,Full-Time,1
1498,50,19238308.0,48891098,405.0,Self-Employed,0
1499,21,16509833.0,10792819,396.0,Part-Time,0
1500,54,14723987.0,30788031,529.0,Self-Employed,0
1501,42,21326533.0,12642139,526.0,Self-Employed,1
1502,36,24039727.0,14030672,670.0,Self-Employed,1
1503,45,9625655.0,37685284,,Full-Time,0
1504,27,3888698.0,36983357,744.0,Part-Time,0
1505,48,23263358.0,48928540,767.0,Self-Employed,0
1506,45,4559657.0,14698597,354.0,Part-Time,0
1507,29,11196906.0,47111718,494.0,Part-Time,1
1508,45,10697808.0,44365735,819.0,Self-Employed,0
1509,53,8938271.0,43834379,723.0,Self-Employed,0
1510,60,23657539.0,30336747,614.0,Unemployed,1
1511,26,20322942.0,22295177,427.0,Full-Time,0
1512,23,22457475.0,20936565,331.0,Part-Time,1
1513,64,10766824.0,6035598,392.0,Self-Employed,1
1514,30,11830852.0,24289118,818.0,Self-Employed,1
1515,48,27177055.0,12169158,557.0,Part-Time,0
1516,55,3490999.0,38718376,519.0,Self-Employed,0
1517,44,6189189.0,49539145,405.0,Unemployed,1
1518,40,16200674.0,32856367,847.0,Part-Time,0
